age,sex,race,educ,state,weight
30-44,Male,Hispanic/Latino,No college degree,NM,28
65+,Male,Other,No college degree,NM,2
45-65,Male,White,No college degree,NM,11
18-29,Male,Hispanic/Latino,No college degree,NM,7
30-44,Male,White,No college degree,NM,8
30-44,Male,White,No college degree,NM,15
30-44,Male,Hispanic/Latino,No college degree,NM,1
65+,Female,Hispanic/Latino,No college degree,NM,5
30-44,Female,Hispanic/Latino,No college degree,NM,9
18-29,Female,White,No college degree,NM,12
30-44,Male,Hispanic/Latino,No college degree,NM,12
45-65,Female,White,College graduate,NM,4
18-29,Female,Black,No college degree,NM,12
65+,Female,Other,No college degree,NM,3
65+,Male,Other,No college degree,NM,4
30-44,Male,Hispanic/Latino,No college degree,NM,6
18-29,Female,White,No college degree,NM,9
30-44,Male,Hispanic/Latino,No college degree,NM,4
18-29,Male,White,No college degree,NM,1
18-29,Male,Other,No college degree,NM,6
18-29,Male,Hispanic/Latino,No college degree,NM,5
18-29,Female,Other,No college degree,NM,6
65+,Male,Hispanic/Latino,No college degree,NM,22
45-65,Male,White,No college degree,NM,14
65+,Male,White,No college degree,NM,58
45-65,Male,Hispanic/Latino,No college degree,NM,20
18-29,Male,Hispanic/Latino,No college degree,NM,16
30-44,Male,White,No college degree,NM,12
30-44,Male,Other,No college degree,NM,16
18-29,Female,White,No college degree,NM,14
65+,Male,White,No college degree,NM,13
30-44,Male,Hispanic/Latino,No college degree,NM,10
18-29,Male,White,No college degree,NM,15
18-29,Male,Hispanic/Latino,No college degree,NM,9
65+,Female,White,No college degree,NM,4
18-29,Male,White,No college degree,NM,12
30-44,Male,Hispanic/Latino,No college degree,NM,18
18-29,Female,Hispanic/Latino,No college degree,NM,4
18-29,Male,White,No college degree,NM,10
30-44,Male,Hispanic/Latino,No college degree,NM,13
30-44,Male,Other,No college degree,NM,1
18-29,Female,Hispanic/Latino,No college degree,NM,14
65+,Female,White,College graduate,NM,19
18-29,Male,Hispanic/Latino,No college degree,NM,14
30-44,Male,White,No college degree,NM,7
65+,Female,Hispanic/Latino,No college degree,NM,3
18-29,Female,Hispanic/Latino,No college degree,NM,8
18-29,Female,Hispanic/Latino,No college degree,NM,3
30-44,Male,White,No college degree,NM,15
18-29,Female,Hispanic/Latino,No college degree,NM,19
18-29,Male,Black,No college degree,NM,73
18-29,Female,White,No college degree,NM,13
65+,Male,Other,No college degree,NM,5
18-29,Male,Black,No college degree,NM,11
30-44,Male,White,No college degree,NM,16
45-65,Female,White,No college degree,NM,14
65+,Female,Hispanic/Latino,No college degree,NM,4
18-29,Male,Black,No college degree,NM,11
18-29,Male,Other,No college degree,NM,17
65+,Female,Hispanic/Latino,No college degree,NM,20
18-29,Male,Hispanic/Latino,No college degree,NM,20
65+,Male,Other,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,15
18-29,Female,Hispanic/Latino,No college degree,NM,4
65+,Female,White,No college degree,NM,10
65+,Male,White,College graduate,NM,3
18-29,Male,White,No college degree,NM,6
65+,Male,Hispanic/Latino,No college degree,NM,2
18-29,Female,Asian,No college degree,NM,9
18-29,Female,Hispanic/Latino,No college degree,NM,3
18-29,Male,White,No college degree,NM,17
65+,Female,Hispanic/Latino,No college degree,NM,1
30-44,Male,White,No college degree,NM,24
45-65,Female,White,No college degree,NM,10
18-29,Male,Other,No college degree,NM,13
18-29,Male,Black,No college degree,NM,6
65+,Female,Other,No college degree,NM,25
18-29,Male,Hispanic/Latino,No college degree,NM,11
18-29,Male,Black,No college degree,NM,11
18-29,Female,White,No college degree,NM,7
45-65,Male,White,No college degree,NM,20
65+,Male,Hispanic/Latino,No college degree,NM,4
65+,Female,White,College graduate,NM,14
65+,Male,White,No college degree,NM,3
18-29,Male,Other,No college degree,NM,9
18-29,Male,Hispanic/Latino,No college degree,NM,16
18-29,Male,Hispanic/Latino,No college degree,NM,4
30-44,Male,White,No college degree,NM,14
18-29,Female,Other,No college degree,NM,16
30-44,Male,Black,No college degree,NM,13
18-29,Male,Hispanic/Latino,No college degree,NM,21
65+,Male,White,No college degree,NM,4
30-44,Male,Hispanic/Latino,No college degree,NM,14
65+,Female,White,No college degree,NM,32
30-44,Male,Hispanic/Latino,No college degree,NM,13
30-44,Male,White,No college degree,NM,21
18-29,Female,Asian,No college degree,NM,4
18-29,Male,Hispanic/Latino,No college degree,NM,20
18-29,Male,Hispanic/Latino,No college degree,NM,13
18-29,Male,Other,No college degree,NM,16
30-44,Male,White,No college degree,NM,50
65+,Female,White,No college degree,NM,2
65+,Female,Other,No college degree,NM,2
65+,Female,Other,No college degree,NM,1
30-44,Male,White,No college degree,NM,14
18-29,Male,Hispanic/Latino,No college degree,NM,19
45-65,Male,Hispanic/Latino,No college degree,NM,8
18-29,Male,White,No college degree,NM,10
45-65,Male,Black,No college degree,NM,19
65+,Female,White,No college degree,NM,16
18-29,Male,Asian,No college degree,NM,33
45-65,Male,Hispanic/Latino,No college degree,NM,13
18-29,Male,White,No college degree,NM,5
18-29,Female,White,No college degree,NM,2
30-44,Male,Hispanic/Latino,No college degree,NM,1
18-29,Female,Asian,No college degree,NM,4
30-44,Male,White,No college degree,NM,12
65+,Female,Hispanic/Latino,No college degree,NM,4
45-65,Female,Hispanic/Latino,No college degree,NM,6
18-29,Male,Hispanic/Latino,No college degree,NM,14
45-65,Female,Other,No college degree,NM,3
65+,Male,White,No college degree,NM,1
30-44,Male,White,No college degree,NM,12
65+,Female,Hispanic/Latino,No college degree,NM,6
45-65,Male,Other,No college degree,NM,14
18-29,Female,White,No college degree,NM,4
45-65,Male,Other,No college degree,NM,23
65+,Male,Hispanic/Latino,No college degree,NM,3
45-65,Male,White,No college degree,NM,13
65+,Male,Asian,College graduate,NM,5
18-29,Male,White,No college degree,NM,9
45-65,Male,Hispanic/Latino,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,13
65+,Male,Hispanic/Latino,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,2
18-29,Male,White,No college degree,NM,17
65+,Male,White,No college degree,NM,8
18-29,Female,Hispanic/Latino,No college degree,NM,2
30-44,Male,Other,No college degree,NM,19
65+,Female,White,No college degree,NM,6
18-29,Female,Asian,No college degree,NM,12
18-29,Male,Hispanic/Latino,No college degree,NM,8
18-29,Male,Hispanic/Latino,No college degree,NM,16
30-44,Male,White,No college degree,NM,1
18-29,Male,White,No college degree,NM,16
18-29,Male,White,No college degree,NM,20
65+,Male,White,No college degree,NM,5
18-29,Female,Hispanic/Latino,No college degree,NM,9
18-29,Female,Hispanic/Latino,College graduate,NM,6
18-29,Male,White,No college degree,NM,11
30-44,Male,Other,No college degree,NM,1
45-65,Female,Other,No college degree,NM,11
18-29,Male,White,No college degree,NM,11
30-44,Male,Hispanic/Latino,No college degree,NM,9
18-29,Female,Hispanic/Latino,No college degree,NM,8
45-65,Male,Hispanic/Latino,No college degree,NM,17
30-44,Female,Hispanic/Latino,No college degree,NM,6
18-29,Male,Black,No college degree,NM,5
18-29,Male,Hispanic/Latino,No college degree,NM,2
65+,Male,White,No college degree,NM,34
18-29,Male,Hispanic/Latino,No college degree,NM,25
18-29,Female,Black,No college degree,NM,19
65+,Male,Hispanic/Latino,No college degree,NM,14
65+,Male,Hispanic/Latino,No college degree,NM,3
18-29,Male,Black,No college degree,NM,37
18-29,Male,Hispanic/Latino,No college degree,NM,7
45-65,Male,White,No college degree,NM,15
65+,Female,White,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,20
30-44,Male,Other,No college degree,NM,13
18-29,Male,Hispanic/Latino,No college degree,NM,19
45-65,Male,Hispanic/Latino,No college degree,NM,2
18-29,Female,Hispanic/Latino,No college degree,NM,13
18-29,Male,White,No college degree,NM,3
45-65,Male,Other,No college degree,NM,7
18-29,Female,Hispanic/Latino,No college degree,NM,6
30-44,Male,Hispanic/Latino,No college degree,NM,16
65+,Male,Hispanic/Latino,No college degree,NM,7
45-65,Male,Hispanic/Latino,No college degree,NM,16
65+,Male,White,No college degree,NM,2
18-29,Male,White,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,24
18-29,Male,Other,No college degree,NM,5
30-44,Male,Hispanic/Latino,No college degree,NM,1
45-65,Female,Hispanic/Latino,No college degree,NM,13
30-44,Male,White,No college degree,NM,11
18-29,Female,Black,No college degree,NM,23
18-29,Male,White,No college degree,NM,26
30-44,Male,Hispanic/Latino,No college degree,NM,13
65+,Female,White,College graduate,NM,19
30-44,Male,Black,No college degree,NM,1
18-29,Female,Hispanic/Latino,No college degree,NM,13
30-44,Male,Hispanic/Latino,No college degree,NM,1
65+,Female,White,No college degree,NM,5
30-44,Female,Hispanic/Latino,No college degree,NM,9
18-29,Female,Black,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,14
65+,Female,White,No college degree,NM,3
18-29,Male,Hispanic/Latino,No college degree,NM,3
45-65,Male,Hispanic/Latino,College graduate,NM,17
18-29,Male,Hispanic/Latino,No college degree,NM,19
18-29,Male,White,No college degree,NM,13
30-44,Male,Hispanic/Latino,No college degree,NM,16
18-29,Male,Other,No college degree,NM,7
45-65,Female,Other,No college degree,NM,1
18-29,Female,Hispanic/Latino,No college degree,NM,11
65+,Male,Hispanic/Latino,No college degree,NM,3
18-29,Female,Black,No college degree,NM,16
65+,Male,White,No college degree,NM,17
18-29,Female,White,No college degree,NM,3
18-29,Male,Hispanic/Latino,No college degree,NM,4
30-44,Male,Hispanic/Latino,No college degree,NM,9
18-29,Male,Hispanic/Latino,No college degree,NM,4
45-65,Male,White,No college degree,NM,13
65+,Male,White,College graduate,NM,3
45-65,Male,Hispanic/Latino,No college degree,NM,20
30-44,Male,Hispanic/Latino,No college degree,NM,16
65+,Male,Other,No college degree,NM,24
18-29,Male,Asian,No college degree,NM,23
65+,Female,White,No college degree,NM,5
30-44,Male,Hispanic/Latino,No college degree,NM,36
18-29,Female,Hispanic/Latino,No college degree,NM,11
18-29,Female,Asian,No college degree,NM,22
45-65,Male,Hispanic/Latino,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,13
45-65,Male,Hispanic/Latino,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,11
18-29,Female,White,No college degree,NM,4
30-44,Male,White,No college degree,NM,12
65+,Female,Black,No college degree,NM,11
18-29,Male,White,No college degree,NM,11
18-29,Male,Hispanic/Latino,No college degree,NM,21
18-29,Female,White,No college degree,NM,4
45-65,Male,Other,No college degree,NM,25
18-29,Female,Hispanic/Latino,No college degree,NM,11
18-29,Male,Hispanic/Latino,No college degree,NM,24
65+,Female,White,No college degree,NM,3
18-29,Male,Hispanic/Latino,No college degree,NM,2
30-44,Male,Hispanic/Latino,No college degree,NM,15
30-44,Male,Other,No college degree,NM,15
30-44,Female,Hispanic/Latino,No college degree,NM,8
18-29,Male,White,No college degree,NM,28
18-29,Male,White,No college degree,NM,3
30-44,Female,White,College graduate,NM,2
18-29,Female,White,No college degree,NM,12
30-44,Male,Other,No college degree,NM,14
18-29,Male,Black,No college degree,NM,14
18-29,Female,White,No college degree,NM,24
18-29,Male,White,No college degree,NM,7
65+,Male,White,No college degree,NM,3
65+,Female,Hispanic/Latino,No college degree,NM,6
65+,Male,Hispanic/Latino,No college degree,NM,19
18-29,Female,White,No college degree,NM,6
65+,Male,White,No college degree,NM,9
65+,Male,Hispanic/Latino,No college degree,NM,3
18-29,Male,White,No college degree,NM,17
18-29,Female,Hispanic/Latino,No college degree,NM,18
30-44,Male,White,No college degree,NM,3
18-29,Female,Other,No college degree,NM,9
18-29,Female,Hispanic/Latino,No college degree,NM,62
45-65,Male,White,No college degree,NM,6
65+,Male,White,No college degree,NM,4
18-29,Male,White,No college degree,NM,22
18-29,Male,Hispanic/Latino,No college degree,NM,2
65+,Female,White,No college degree,NM,7
18-29,Male,White,College graduate,NM,13
18-29,Female,White,No college degree,NM,53
18-29,Male,Hispanic/Latino,No college degree,NM,11
18-29,Male,Hispanic/Latino,College graduate,NM,13
18-29,Female,White,No college degree,NM,3
18-29,Male,Black,No college degree,NM,17
65+,Female,White,No college degree,NM,8
65+,Female,Hispanic/Latino,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,11
18-29,Female,Black,No college degree,NM,1
65+,Male,White,No college degree,NM,14
30-44,Male,Hispanic/Latino,No college degree,NM,16
18-29,Female,Black,No college degree,NM,13
18-29,Male,White,No college degree,NM,66
18-29,Female,Hispanic/Latino,No college degree,NM,10
18-29,Male,Other,No college degree,NM,31
18-29,Male,Hispanic/Latino,No college degree,NM,12
18-29,Male,Hispanic/Latino,No college degree,NM,12
30-44,Male,Other,No college degree,NM,13
65+,Male,White,College graduate,NM,8
18-29,Female,White,No college degree,NM,16
30-44,Female,Other,No college degree,NM,2
30-44,Male,Hispanic/Latino,No college degree,NM,19
45-65,Male,Hispanic/Latino,No college degree,NM,14
45-65,Male,Other,No college degree,NM,1
18-29,Female,White,No college degree,NM,3
45-65,Male,Other,No college degree,NM,1
18-29,Female,Hispanic/Latino,No college degree,NM,17
30-44,Male,Hispanic/Latino,No college degree,NM,19
18-29,Male,White,No college degree,NM,12
45-65,Male,Other,No college degree,NM,12
30-44,Male,Hispanic/Latino,No college degree,NM,13
30-44,Male,White,No college degree,NM,2
45-65,Male,White,College graduate,NM,12
45-65,Male,Black,No college degree,NM,15
65+,Male,Hispanic/Latino,No college degree,NM,95
18-29,Female,Asian,No college degree,NM,26
45-65,Male,White,College graduate,NM,1
18-29,Female,White,No college degree,NM,20
18-29,Male,Other,No college degree,NM,9
65+,Male,Hispanic/Latino,No college degree,NM,16
45-65,Female,White,No college degree,NM,13
65+,Female,White,No college degree,NM,5
18-29,Female,Hispanic/Latino,No college degree,NM,13
18-29,Female,Hispanic/Latino,College graduate,NM,22
18-29,Male,Hispanic/Latino,No college degree,NM,3
30-44,Male,Hispanic/Latino,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,3
45-65,Male,Hispanic/Latino,No college degree,NM,6
65+,Female,White,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,14
18-29,Male,Other,No college degree,NM,16
18-29,Female,Hispanic/Latino,No college degree,NM,3
18-29,Female,Black,No college degree,NM,5
30-44,Male,Hispanic/Latino,No college degree,NM,8
18-29,Male,Other,No college degree,NM,2
30-44,Male,Black,No college degree,NM,17
30-44,Male,Other,No college degree,NM,8
65+,Male,Hispanic/Latino,No college degree,NM,1
18-29,Male,Hispanic/Latino,No college degree,NM,11
45-65,Female,White,No college degree,NM,4
18-29,Male,Hispanic/Latino,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,15
30-44,Male,Hispanic/Latino,College graduate,NM,21
18-29,Male,Hispanic/Latino,No college degree,NM,16
18-29,Male,Hispanic/Latino,No college degree,NM,12
18-29,Female,Hispanic/Latino,No college degree,NM,9
18-29,Male,Hispanic/Latino,No college degree,NM,9
65+,Female,Hispanic/Latino,No college degree,NM,17
65+,Male,White,College graduate,NM,18
30-44,Male,Hispanic/Latino,No college degree,NM,3
65+,Male,White,No college degree,NM,6
18-29,Female,Hispanic/Latino,No college degree,NM,2
30-44,Male,White,No college degree,NM,19
18-29,Female,Hispanic/Latino,College graduate,NM,19
18-29,Male,Hispanic/Latino,No college degree,NM,11
65+,Female,White,No college degree,NM,11
18-29,Male,Black,No college degree,NM,4
30-44,Male,White,No college degree,NM,1
18-29,Female,White,No college degree,NM,11
30-44,Female,White,No college degree,NM,3
65+,Male,Hispanic/Latino,No college degree,NM,1
30-44,Male,Hispanic/Latino,No college degree,NM,32
30-44,Male,Hispanic/Latino,No college degree,NM,11
65+,Female,White,No college degree,NM,25
65+,Female,White,No college degree,NM,4
45-65,Male,Hispanic/Latino,No college degree,NM,22
18-29,Female,White,No college degree,NM,7
18-29,Female,White,No college degree,NM,5
45-65,Female,White,No college degree,NM,20
18-29,Female,White,No college degree,NM,17
30-44,Male,Hispanic/Latino,College graduate,NM,8
65+,Male,White,College graduate,NM,5
18-29,Male,Hispanic/Latino,No college degree,NM,14
45-65,Male,Hispanic/Latino,No college degree,NM,19
65+,Male,White,College graduate,NM,8
30-44,Female,White,College graduate,NM,10
30-44,Male,Hispanic/Latino,No college degree,NM,10
30-44,Male,Hispanic/Latino,No college degree,NM,15
30-44,Male,White,No college degree,NM,15
18-29,Male,Asian,No college degree,NM,15
65+,Female,White,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,4
18-29,Female,Other,No college degree,NM,3
45-65,Male,Hispanic/Latino,No college degree,NM,1
18-29,Female,Other,No college degree,NM,1
18-29,Male,Hispanic/Latino,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,16
45-65,Male,Black,No college degree,NM,3
65+,Female,Hispanic/Latino,College graduate,NM,2
65+,Female,White,No college degree,NM,3
18-29,Male,White,No college degree,NM,32
30-44,Male,Hispanic/Latino,No college degree,NM,1
65+,Female,White,No college degree,NM,1
18-29,Female,Hispanic/Latino,College graduate,NM,18
30-44,Male,Hispanic/Latino,No college degree,NM,9
18-29,Male,Hispanic/Latino,No college degree,NM,36
18-29,Female,White,No college degree,NM,2
65+,Female,White,No college degree,NM,4
18-29,Male,Hispanic/Latino,No college degree,NM,15
45-65,Male,White,No college degree,NM,25
18-29,Male,Hispanic/Latino,No college degree,NM,11
30-44,Male,Black,No college degree,NM,16
18-29,Male,Hispanic/Latino,No college degree,NM,11
65+,Female,White,No college degree,NM,7
65+,Male,White,No college degree,NM,18
30-44,Male,Black,No college degree,NM,10
30-44,Male,White,No college degree,NM,2
45-65,Female,Hispanic/Latino,No college degree,NM,5
18-29,Male,Hispanic/Latino,No college degree,NM,12
18-29,Male,Hispanic/Latino,No college degree,NM,21
30-44,Male,Hispanic/Latino,No college degree,NM,5
18-29,Male,Other,No college degree,NM,3
18-29,Male,White,No college degree,NM,9
65+,Female,White,No college degree,NM,2
18-29,Female,Black,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,2
18-29,Female,Black,No college degree,NM,17
18-29,Female,Hispanic/Latino,No college degree,NM,13
65+,Male,White,College graduate,NM,3
65+,Female,Hispanic/Latino,No college degree,NM,2
18-29,Male,White,No college degree,NM,2
18-29,Male,White,No college degree,NM,13
45-65,Male,Other,No college degree,NM,1
18-29,Male,Hispanic/Latino,No college degree,NM,11
45-65,Male,Hispanic/Latino,No college degree,NM,12
18-29,Male,Hispanic/Latino,No college degree,NM,6
18-29,Male,Other,No college degree,NM,4
65+,Female,White,No college degree,NM,3
30-44,Male,Other,No college degree,NM,2
18-29,Male,White,No college degree,NM,12
18-29,Male,White,No college degree,NM,2
30-44,Male,Hispanic/Latino,No college degree,NM,24
45-65,Male,White,No college degree,NM,2
18-29,Male,Black,No college degree,NM,18
30-44,Male,White,No college degree,NM,3
18-29,Male,Hispanic/Latino,No college degree,NM,13
18-29,Male,Hispanic/Latino,No college degree,NM,21
65+,Male,White,College graduate,NM,3
65+,Female,White,No college degree,NM,3
18-29,Female,Hispanic/Latino,No college degree,NM,7
30-44,Female,Hispanic/Latino,No college degree,NM,16
18-29,Female,Hispanic/Latino,No college degree,NM,23
65+,Male,White,No college degree,NM,8
18-29,Female,Hispanic/Latino,No college degree,NM,14
18-29,Male,White,No college degree,NM,5
30-44,Female,White,No college degree,NM,8
18-29,Male,Hispanic/Latino,No college degree,NM,9
65+,Female,White,No college degree,NM,16
65+,Male,White,No college degree,NM,1
18-29,Male,Black,College graduate,NM,5
30-44,Male,Hispanic/Latino,No college degree,NM,18
65+,Female,White,No college degree,NM,1
18-29,Female,Hispanic/Latino,No college degree,NM,2
30-44,Male,White,No college degree,NM,33
18-29,Male,White,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,17
18-29,Male,White,No college degree,NM,17
65+,Female,White,No college degree,NM,10
45-65,Female,Hispanic/Latino,No college degree,NM,8
45-65,Female,White,No college degree,NM,17
18-29,Male,Hispanic/Latino,No college degree,NM,18
30-44,Female,White,College graduate,NM,19
45-65,Male,Hispanic/Latino,No college degree,NM,14
18-29,Female,Other,No college degree,NM,9
45-65,Female,White,No college degree,NM,3
18-29,Male,White,No college degree,NM,2
45-65,Male,Hispanic/Latino,No college degree,NM,10
65+,Female,Black,No college degree,NM,6
45-65,Male,White,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,5
30-44,Male,Hispanic/Latino,No college degree,NM,16
18-29,Male,Hispanic/Latino,No college degree,NM,13
65+,Female,Hispanic/Latino,No college degree,NM,73
18-29,Male,White,No college degree,NM,21
18-29,Male,Black,No college degree,NM,11
65+,Male,Other,No college degree,NM,2
18-29,Female,White,No college degree,NM,2
65+,Female,Hispanic/Latino,No college degree,NM,4
30-44,Male,Hispanic/Latino,No college degree,NM,24
18-29,Female,Black,No college degree,NM,17
18-29,Male,Hispanic/Latino,No college degree,NM,14
18-29,Female,White,No college degree,NM,2
30-44,Male,Hispanic/Latino,No college degree,NM,14
18-29,Male,Hispanic/Latino,No college degree,NM,23
18-29,Female,Hispanic/Latino,No college degree,NM,4
30-44,Male,Hispanic/Latino,No college degree,NM,10
30-44,Male,Hispanic/Latino,No college degree,NM,11
30-44,Male,Hispanic/Latino,No college degree,NM,11
18-29,Female,Hispanic/Latino,No college degree,NM,5
45-65,Male,White,College graduate,NM,13
65+,Female,Hispanic/Latino,No college degree,NM,5
18-29,Male,Hispanic/Latino,No college degree,NM,21
18-29,Female,Black,No college degree,NM,16
18-29,Female,Other,No college degree,NM,4
18-29,Male,Hispanic/Latino,No college degree,NM,5
18-29,Male,Hispanic/Latino,No college degree,NM,19
18-29,Male,Hispanic/Latino,No college degree,NM,19
18-29,Male,White,No college degree,NM,7
65+,Female,White,No college degree,NM,19
65+,Male,Hispanic/Latino,No college degree,NM,10
45-65,Female,Hispanic/Latino,No college degree,NM,11
18-29,Male,Hispanic/Latino,No college degree,NM,16
18-29,Male,Hispanic/Latino,No college degree,NM,10
18-29,Female,White,No college degree,NM,14
18-29,Male,White,No college degree,NM,29
65+,Female,White,No college degree,NM,22
18-29,Male,Asian,No college degree,NM,5
30-44,Male,Hispanic/Latino,No college degree,NM,16
30-44,Male,Hispanic/Latino,No college degree,NM,6
65+,Male,White,No college degree,NM,3
30-44,Male,Hispanic/Latino,No college degree,NM,19
18-29,Male,Hispanic/Latino,No college degree,NM,15
18-29,Male,Black,No college degree,NM,40
45-65,Male,White,No college degree,NM,12
18-29,Male,Hispanic/Latino,No college degree,NM,1
45-65,Male,Hispanic/Latino,No college degree,NM,8
18-29,Female,Hispanic/Latino,No college degree,NM,14
45-65,Male,Black,No college degree,NM,17
30-44,Male,Other,No college degree,NM,1
18-29,Female,Hispanic/Latino,No college degree,NM,11
18-29,Male,Hispanic/Latino,No college degree,NM,9
30-44,Male,Other,No college degree,NM,8
18-29,Male,White,No college degree,NM,3
45-65,Male,White,No college degree,NM,11
18-29,Female,Hispanic/Latino,No college degree,NM,25
30-44,Male,White,No college degree,NM,11
18-29,Male,Other,No college degree,NM,6
65+,Female,White,No college degree,NM,4
65+,Male,White,No college degree,NM,16
18-29,Male,White,No college degree,NM,12
18-29,Female,White,No college degree,NM,8
18-29,Male,White,No college degree,NM,1
30-44,Female,White,No college degree,NM,20
18-29,Male,White,No college degree,NM,13
18-29,Male,Hispanic/Latino,No college degree,NM,14
65+,Female,White,College graduate,NM,2
45-65,Male,White,No college degree,NM,3
18-29,Male,Asian,No college degree,NM,6
65+,Female,White,College graduate,NM,3
18-29,Male,Asian,No college degree,NM,11
18-29,Male,Black,No college degree,NM,23
18-29,Male,Hispanic/Latino,No college degree,NM,10
18-29,Male,White,No college degree,NM,6
65+,Male,White,College graduate,NM,28
18-29,Male,White,No college degree,NM,18
65+,Male,White,College graduate,NM,7
18-29,Female,Hispanic/Latino,No college degree,NM,13
65+,Male,Other,No college degree,NM,19
65+,Female,White,No college degree,NM,1
30-44,Male,White,No college degree,NM,11
65+,Female,White,No college degree,NM,2
18-29,Male,Hispanic/Latino,No college degree,NM,1
18-29,Female,White,No college degree,NM,12
65+,Female,Other,No college degree,NM,17
45-65,Female,White,No college degree,NM,4
65+,Female,Hispanic/Latino,No college degree,NM,8
18-29,Male,Hispanic/Latino,No college degree,NM,21
18-29,Female,Hispanic/Latino,No college degree,NM,4
65+,Female,Hispanic/Latino,No college degree,NM,10
18-29,Male,Hispanic/Latino,No college degree,NM,14
18-29,Female,White,No college degree,NM,3
30-44,Male,Hispanic/Latino,No college degree,NM,7
30-44,Female,Other,No college degree,NM,5
18-29,Male,White,No college degree,NM,5
18-29,Male,White,No college degree,NM,12
30-44,Male,Hispanic/Latino,No college degree,NM,21
18-29,Female,Black,No college degree,NM,19
30-44,Male,Other,No college degree,NM,7
65+,Female,White,No college degree,NM,3
18-29,Female,Hispanic/Latino,No college degree,NM,20
65+,Female,White,No college degree,NM,6
30-44,Male,White,No college degree,NM,2
18-29,Male,Asian,No college degree,NM,11
65+,Female,Other,No college degree,NM,30
30-44,Female,White,College graduate,NM,13
65+,Female,Hispanic/Latino,No college degree,NM,4
18-29,Male,White,No college degree,NM,9
